Agent	Subject	condition1	condition2	GameNb	Points	Entropy	Periodicity	Amplitude	MuIFI	StdIFI	CV	Resets	Deflations	Misses	GameSpeed	Temperature
Model	model_3195001568_38	slow	slow	7	1722	3.288005922	1152	0.164025306	1285.911111	391.1930653	0.304214702	2	9	15	SSS	yes
Model	model_3195001568_38	slow	slow	8	1458	3.284919313	1216	0.143605353	1204.223881	278.4260571	0.231207886	9	5	10	SSS	yes
Model	model_3195001568_38	slow	slow	9	2082	2.862765014	1200	0.152696109	1218.682243	205.7585282	0.168836897	6	2	4	SSS	yes
Model	model_3195001568_38	slow	slow	10	2082	3.031141141	1136	0.319967342	1108.323529	164.2575191	0.148203584	10	1	4	SSS	yes
Model	model_3195001568_38	slow	slow	11	2028	3.124191094	1104	0.197632496	1155.12766	268.8635751	0.23275659	5	5	15	SSS	yes
Model	model_3195001568_38	slow	slow	12	1446	2.968740844	1216	0.177009223	1113.544643	187.9381494	0.168774688	24	1	15	SSS	yes
Model	model_3195001568_38	slow	slow	13	2340	3.589838888	1200	0.26118356	1168.042553	221.8952175	0.189971861	1	0	12	SSS	yes
Model	model_3195001568_38	slow	slow	14	1704	3.22611228	1200	0.22682534	1245.702703	226.9169827	0.182159822	6	4	16	SSS	yes
Model	model_3195001568_38	slow	slow	15	2658	3.167787533	1184	0.262353667	1200.964706	224.7397683	0.1871327	0	2	8	SSS	yes
Model	model_3195001568_39	slow	slow	1	738	3.31715038	1072	0.110914104	1285.279412	311.1179484	0.242062501	12	13	27	SSS	yes
Model	model_3195001568_39	slow	slow	2	1440	3.369860646	1296	0.049224732	1549.029412	367.0311323	0.236942649	1	7	13	SSS	yes
Model	model_3195001568_39	slow	slow	3	2046	2.930865566	1088	0.096869012	1265.277778	213.8507975	0.1690149	5	3	9	SSS	yes
Model	model_3195001568_39	slow	slow	4	2340	3.413000055	1200	0.212541724	1268.716049	337.6172584	0.266109394	1	8	12	SSS	yes
Model	model_3195001568_39	slow	slow	5	1962	3.351302859	1072	0.121032351	1238.884058	302.0785259	0.243831151	2	9	25	SSS	yes
Model	model_3195001568_39	slow	slow	6	1476	3.192692515	1280	0.021103095	1491.15	389.0599279	0.26091267	5	6	16	SSS	yes
Model	model_3195001568_39	slow	slow	7	2028	3.638407119	1184	0.16869794	1262.944444	239.723793	0.189813411	1	4	13	SSS	yes
Model	model_3195001568_39	slow	slow	8	1746	3.25956589	1200	0.134176002	1365.589744	322.3531443	0.236054163	4	3	11	SSS	yes
Model	model_3195001568_39	slow	slow	9	1734	3.526756359	1264	0.194580667	1314.352941	297.5126179	0.226356718	1	5	11	SSS	yes
Model	model_3195001568_39	slow	slow	10	1434	3.534765024	1680	0.173832834	1627.392857	366.1663205	0.225001799	3	4	12	SSS	yes
Model	model_3195001568_39	slow	slow	11	2052	3.326782475	1104	0.134322179	1282.183908	314.5616007	0.245332669	7	4	9	SSS	yes
Model	model_3195001568_39	slow	slow	12	2076	2.989639732	1088	0.265951637	1195.424528	288.496949	0.241334306	10	1	7	SSS	yes
Model	model_3195001568_39	slow	slow	13	2364	3.345772462	1248	0.209766018	1260.440678	321.8733445	0.255365723	0	3	8	SSS	yes
Model	model_3195001568_39	slow	slow	14	2364	3.157373494	1248	0.363534029	1181.288889	198.5388988	0.168069725	4	2	8	SSS	yes
Model	model_3195001568_39	slow	slow	15	2052	2.971872737	1152	0.33588553	1158.510638	138.4678889	0.119522328	7	3	11	SSS	yes
Model	model_3195001568_40	slow	slow	1	1470	3.205402491	1216	0.14268146	1278.278481	318.9287027	0.249498609	17	2	8	SSS	yes
Model	model_3195001568_40	slow	slow	2	2028	3.327506498	1184	0.087710923	1411.467532	368.2436935	0.260894201	1	3	14	SSS	yes
Model	model_3195001568_40	slow	slow	3	1734	3.092939434	1120	0.166345433	1299.098214	317.5661618	0.244451234	7	6	18	SSS	yes
Model	model_3195001568_40	slow	slow	4	1146	3.484740452	1328	0.03387433	1430.820896	442.3707476	0.309172692	9	6	13	SSS	yes
Model	model_3195001568_40	slow	slow	5	2034	3.232880801	1296	0.145435562	1401.795699	440.6475821	0.314345081	1	6	11	SSS	yes
Model	model_3195001568_40	slow	slow	6	1440	3.00366353	1008	0.04312199	1158.639098	240.0818575	0.207210216	31	4	17	SSS	yes
Model	model_3195001568_40	slow	slow	7	1314	3.224488266	1520	0.122377439	1548.314607	273.2166937	0.176460709	0	7	32	SSS	yes
Model	model_3195001568_40	slow	slow	8	1776	3.151820464	1120	0.198375426	1270.457831	385.5714364	0.303490149	8	3	8	SSS	yes
Model	model_3195001568_40	slow	slow	9	2370	3.142184811	1088	0.136279227	1239.27381	284.6682844	0.229705721	4	0	5	SSS	yes
Model	model_3195001568_40	slow	slow	10	2082	3.293133876	1184	0.211805308	1244.421053	207.6275298	0.166846687	6	1	4	SSS	yes
Model	model_3195001568_40	slow	slow	11	2034	3.090755871	1392	0.314212592	1323.16092	213.1043063	0.161056983	0	7	14	SSS	yes
Model	model_3195001568_40	slow	slow	12	2652	3.193066789	1136	0.272567974	1209.1375	280.1930916	0.231729718	1	2	9	SSS	yes
Model	model_3195001568_40	slow	slow	13	2064	3.298204172	1488	0.125410988	1421.819149	352.4576921	0.24789207	4	7	12	SSS	yes
Model	model_3195001568_40	slow	slow	14	2046	3.265763398	1328	0.348732115	1267.366197	271.396142	0.21414185	6	4	10	SSS	yes
Model	model_3195001568_40	slow	slow	15	2076	3.513783425	1296	0.266928146	1264.25	197.3238138	0.156079742	6	1	5	SSS	yes
Model	model_3195001568_41	slow	slow	1	828	3.124428504	960	0.056796407	1344.221154	402.5579021	0.299472971	17	10	24	SSS	yes
Model	model_3195001568_41	slow	slow	2	1062	3.419048824	1088	0.032019332	1294.126761	383.3268722	0.296205043	24	9	25	SSS	yes
Model	model_3195001568_41	slow	slow	3	1152	3.153864141	1056	0.256386247	1144.522388	195.1531628	0.170510568	23	8	29	SSS	yes
Model	model_3195001568_41	slow	slow	4	1770	3.197331114	1152	0.16707711	1235.321429	252.1923001	0.204151158	14	6	14	SSS	yes
Model	model_3195001568_41	slow	slow	5	1428	3.199799665	1024	0.095864113	1107.779221	269.3642165	0.24315695	29	5	16	SSS	yes
Model	model_3195001568_41	slow	slow	6	2046	3.311110112	1392	0.230837782	1259.013889	374.167947	0.297191278	1	9	18	SSS	yes
Model	model_3195001568_41	slow	slow	7	2298	3.020436048	1136	0.076760115	1217.647059	256.2803171	0.210471758	1	6	21	SSS	yes
Model	model_3195001568_41	slow	slow	8	1998	3.65978105	1520	0.177132361	1384.563636	336.1103046	0.242755404	1	7	19	SSS	yes
Model	model_3195001568_41	slow	slow	9	1464	2.843582614	1216	0.195889296	1139.284404	180.6501557	0.158564582	19	1	6	SSS	yes
Model	model_3195001568_41	slow	slow	10	2010	3.076916041	1248	0.225102145	1195.642857	257.1163181	0.215044414	2	7	18	SSS	yes
Model	model_3195001568_41	slow	slow	11	2310	2.969220087	1168	0.264506024	1136.380435	257.512129	0.226607324	3	3	17	SSS	yes
Model	model_3195001568_41	slow	slow	12	2052	2.986831069	1152	0.308868981	1118.221053	151.6643926	0.135630064	9	1	9	SSS	yes
Model	model_3195001568_41	slow	slow	13	2064	2.853963112	1152	0.244523112	1165.323232	203.1025928	0.174288633	10	0	7	SSS	yes
Model	model_3195001568_41	slow	slow	14	2694	2.99102536	1248	0.277708057	1161.043478	261.9066343	0.225578662	2	0	2	SSS	yes
Model	model_3195001568_41	slow	slow	15	1794	2.86299286	1120	0.239044858	1123.462963	179.102	0.159419586	20	0	2	SSS	yes
Model	model_3195001568_42	slow	slow	1	1122	3.131187811	1168	0.133169318	901.9415584	505.8524275	0.560848342	77	7	17	SSS	yes
Model	model_3195001568_42	slow	slow	2	1134	3.07908948	960	0.025281328	1207.128205	366.239484	0.303397338	31	8	21	SSS	yes
Model	model_3195001568_42	slow	slow	3	1974	3.519043483	1136	0.154078618	1227.473684	346.0274862	0.281902163	1	9	22	SSS	yes
Model	model_3195001568_42	slow	slow	4	1362	3.393388374	1488	0.197111387	1384.075758	349.735238	0.25268504	0	12	28	SSS	yes
Model	model_3195001568_42	slow	slow	5	2076	2.94676411	1120	0.298939828	1115.4	190.0442856	0.170382182	14	0	4	SSS	yes
Model	model_3195001568_42	slow	slow	6	2046	3.065504801	1120	0.296363382	1114.48	237.6547698	0.213242741	8	2	12	SSS	yes
Model	model_3195001568_42	slow	slow	7	1482	3.046649675	1104	0.233835368	1220.677083	278.7792397	0.228380825	22	1	4	SSS	yes
Model	model_3195001568_42	slow	slow	8	2658	3.206696552	1136	0.064962961	1264.829268	288.7990189	0.228330436	0	1	7	SSS	yes
Model	model_3195001568_42	slow	slow	9	2364	2.988606585	1104	0.220367882	1185.344828	282.0520893	0.237949399	5	3	7	SSS	yes
Model	model_3195001568_42	slow	slow	10	2022	3.691581488	1072	0.088045965	1200.868421	293.9725346	0.244799954	8	6	15	SSS	yes
Model	model_3195001568_42	slow	slow	11	2010	3.066361835	1280	0.289566174	1167.840708	231.4896571	0.198220233	16	11	17	SSS	yes
Model	model_3195001568_42	slow	slow	12	1656	3.302740467	1248	0.33988175	1187.179487	240.9962625	0.202999012	2	16	28	SSS	yes
Model	model_3195001568_42	slow	slow	13	1716	3.265466829	1200	0.275260381	1177.820896	208.5425563	0.177057953	8	4	15	SSS	yes
Model	model_3195001568_42	slow	slow	14	2328	3.15435883	1232	0.250191228	1206.086538	297.5724253	0.2467256	0	7	13	SSS	yes
Model	model_3195001568_42	slow	slow	15	2352	2.991262984	1152	0.215995953	1195.355556	247.0705392	0.206692091	5	0	9	SSS	yes
Model	model_3195001568_43	slow	slow	1	1704	3.255846273	1120	0.073975071	1317.949367	334.3365203	0.253679336	4	5	18	SSS	yes
Model	model_3195001568_43	slow	slow	2	1692	3.353956938	1088	0.052755164	1409.891892	302.5436117	0.21458639	1	7	19	SSS	yes
Model	model_3195001568_43	slow	slow	3	1728	3.432059934	1136	0.161703507	1389.651515	366.9399048	0.264051743	1	11	19	SSS	yes
Model	model_3195001568_43	slow	slow	4	1734	3.256122692	1072	0.10796241	1286.242718	291.9958926	0.227014613	3	5	24	SSS	yes
Model	model_3195001568_43	slow	slow	5	1092	2.972229517	1088	0.319617483	1149.413793	207.4884044	0.180516717	16	8	21	SSS	yes
Model	model_3195001568_43	slow	slow	6	2028	3.273113263	1152	0.166894128	1249.792208	310.1705161	0.248177668	4	6	14	SSS	yes
Model	model_3195001568_43	slow	slow	7	1746	3.333266716	1328	0.212600104	1399.756757	395.8712871	0.282814343	0	8	10	SSS	yes
Model	model_3195001568_43	slow	slow	8	1686	3.016008731	1088	0.081419758	1174.82	257.6423249	0.219303659	8	9	21	SSS	yes
Model	model_3195001568_43	slow	slow	9	2352	3.033715549	1248	0.23999675	1269.66	284.3207773	0.223934579	1	9	11	SSS	yes
Model	model_3195001568_43	slow	slow	10	2082	3.127707484	1216	0.168384364	1279.337349	246.7350307	0.192861586	6	6	6	SSS	yes
Model	model_3195001568_43	slow	slow	11	1458	2.966131269	1264	0.203789316	1235.504348	253.1377482	0.204886165	15	9	11	SSS	yes
Model	model_3195001568_43	slow	slow	12	1722	3.129106416	1152	0.311193858	1150.64557	175.4865957	0.152511425	8	5	14	SSS	yes
Model	model_3195001568_43	slow	slow	13	2352	3.312255746	1104	0.160267975	1213.53125	219.4699559	0.180852331	0	4	10	SSS	yes
Model	model_3195001568_43	slow	slow	14	1752	2.935561876	1104	0.351145569	1097.873563	126.5944565	0.115308776	10	2	10	SSS	yes
Model	model_3195001568_43	slow	slow	15	1998	3.381676163	1264	0.309382021	1141.666667	300.2143493	0.262961474	8	5	18	SSS	yes
Model	model_3195001568_44	slow	slow	1	1134	3.739979382	1424	0.038612494	1526.065217	469.4533547	0.307623389	24	1	12	SSS	yes
Model	model_3195001568_44	slow	slow	2	1104	3.267794967	1280	0.155636592	1380.827957	321.9578421	0.233162894	1	18	30	SSS	yes
Model	model_3195001568_44	slow	slow	3	1728	2.957608493	1024	0.037409865	1277.40678	331.6486868	0.259626528	11	6	14	SSS	yes
Model	model_3195001568_44	slow	slow	4	1086	3.216302814	1296	0.277502454	1265.336283	313.115648	0.247456468	11	9	21	SSS	yes
Model	model_3195001568_44	slow	slow	5	2016	3.18301463	1152	0.248641054	1261.031579	282.6732707	0.224160343	6	6	17	SSS	yes
Model	model_3195001568_44	slow	slow	6	1410	3.222720181	1120	0.109792976	1327.835294	282.9381494	0.213082263	3	9	17	SSS	yes
Model	model_3195001568_44	slow	slow	7	1998	3.115989779	1120	0.18620289	1286.209877	322.2398354	0.250534412	1	8	26	SSS	yes
Model	model_3195001568_44	slow	slow	8	2364	3.258278713	1136	0.123998659	1258.84375	270.2518242	0.21468258	2	3	7	SSS	yes
Model	model_3195001568_44	slow	slow	9	2040	3.702877199	1216	0.304951321	1184.575	239.0218492	0.20177857	6	5	14	SSS	yes
Model	model_3195001568_44	slow	slow	10	2370	3.086107048	1264	0.350497107	1224.55914	272.8768466	0.222836805	1	2	5	SSS	yes
Model	model_3195001568_44	slow	slow	11	2328	3.263302398	1152	0.245502293	1201.933333	277.8464124	0.231166243	1	5	14	SSS	yes
Model	model_3195001568_44	slow	slow	12	2370	3.148151913	1168	0.158064503	1282.481013	275.9927471	0.215202209	2	0	7	SSS	yes
Model	model_3195001568_44	slow	slow	13	2022	3.6229893	1408	0.366350897	1348.477273	197.4787087	0.146445708	1	8	15	SSS	yes
Model	model_3195001568_44	slow	slow	14	2682	2.956807198	1248	0.381620907	1212	235.7808728	0.194538674	1	0	4	SSS	yes
Model	model_3195001568_44	slow	slow	15	2394	2.966156355	1152	0.146062085	1183.180952	198.5986036	0.167851421	9	2	2	SSS	yes
Model	model_3195001568_45	slow	slow	1	1446	3.424300806	1392	0.146991378	1459.677419	263.155098	0.180283051	4	7	15	SSS	yes
Model	model_3195001568_45	slow	slow	2	1098	3.135883148	1104	0.05833675	1287.691589	378.9652762	0.294298169	3	13	36	SSS	yes
Model	model_3195001568_45	slow	slow	3	1728	3.52526416	1504	0.241657107	1379.824561	241.8329221	0.175263529	6	6	13	SSS	yes
Model	model_3195001568_45	slow	slow	4	1956	3.512281217	1104	0.023386447	1222.32	312.2672855	0.255470978	1	8	25	SSS	yes
Model	model_3195001568_45	slow	slow	5	1422	3.272103707	1056	0.120258478	1304.074468	333.552868	0.25577747	12	5	15	SSS	yes
Model	model_3195001568_45	slow	slow	6	1740	3.144265298	1072	0.06520181	1267.848485	294.8153801	0.232532029	10	7	12	SSS	yes
Model	model_3195001568_45	slow	slow	7	2040	3.691908799	1152	0.209301768	1255.083333	256.676772	0.204509745	3	6	10	SSS	yes
Model	model_3195001568_45	slow	slow	8	2058	3.272425969	1376	0.135985043	1331.393617	362.9413591	0.272602598	3	2	9	SSS	yes
Model	model_3195001568_45	slow	slow	9	2082	3.439729093	1136	0.238873885	1203.173077	199.3600069	0.165695203	4	0	6	SSS	yes
Model	model_3195001568_45	slow	slow	10	1416	3.1993694	1232	0.258072323	1221.686747	291.3018113	0.238442311	8	10	17	SSS	yes
Model	model_3195001568_45	slow	slow	11	1434	3.674097001	1104	0.083291413	1410.921053	398.9004217	0.282723417	8	7	15	SSS	yes
Model	model_3195001568_45	slow	slow	12	2376	3.331019446	1296	0.20087585	1350	291.5743828	0.215981024	0	1	4	SSS	yes
Model	model_3195001568_45	slow	slow	13	2028	3.635596667	1232	0.133237426	1346.717391	298.6916152	0.22179235	0	6	13	SSS	yes
Model	model_3195001568_45	slow	slow	14	2076	3.419892775	1376	0.250161567	1279.40625	378.1490992	0.295566087	0	4	11	SSS	yes
Model	model_3195001568_45	slow	slow	15	2088	3.196312076	1280	0.161784871	1329.5875	273.4313759	0.205651284	1	6	9	SSS	yes
Model	model_3195001568_46	slow	slow	1	1380	3.356460031	1200	0.1525634	1231.11236	363.9500348	0.295626985	11	10	21	SSS	yes
Model	model_3195001568_46	slow	slow	2	1110	2.885884077	1024	0.091761369	1167.281481	249.9055719	0.214091953	34	7	17	SSS	yes
Model	model_3195001568_46	slow	slow	3	1044	3.400148975	960	0.076674418	1230.985915	317.1478747	0.25763729	22	7	29	SSS	yes
Model	model_3195001568_46	slow	slow	4	1080	3.204786169	1168	0.16690779	1212.968421	286.2669146	0.236005249	17	8	31	SSS	yes
Model	model_3195001568_46	slow	slow	5	1710	3.540354767	1216	0.244263524	1186.092593	226.688828	0.191122371	7	6	18	SSS	yes
Model	model_3195001568_46	slow	slow	6	798	3.889094723	992	0.210970398	1291.36	276.731188	0.214294378	11	12	18	SSS	yes
Model	model_3195001568_46	slow	slow	7	1704	3.412334352	1040	0.202789581	1160.890909	205.7146897	0.177204152	12	8	20	SSS	yes
Model	model_3195001568_46	slow	slow	8	2382	3.07248474	1104	0.068794592	1214.031579	219.7113634	0.180976646	10	2	3	SSS	yes
Model	model_3195001568_46	slow	slow	9	2022	3.108182628	1184	0.335848196	1105.067416	295.6431115	0.267534005	6	3	14	SSS	yes
Model	model_3195001568_46	slow	slow	10	2346	3.385418614	1248	0.198509017	1273.076923	241.2288609	0.189484906	2	1	9	SSS	yes
Model	model_3195001568_46	slow	slow	11	1752	3.730682115	1168	0.233951547	1223.138889	267.2712057	0.218512557	8	3	8	SSS	yes
Model	model_3195001568_46	slow	slow	12	2316	3.844073596	1296	0.269502972	1272.054054	320.9010074	0.252269946	1	4	14	SSS	yes
Model	model_3195001568_46	slow	slow	13	2334	3.311368476	1264	0.272216743	1203	302.9869114	0.251859444	0	5	13	SSS	yes
Model	model_3195001568_46	slow	slow	14	2082	3.799293567	896	0.04769153	1147.40625	271.531865	0.23664841	11	0	5	SSS	yes
Model	model_3195001568_46	slow	slow	15	2646	3.016704764	1280	0.257878845	1205.408163	290.3192766	0.240847279	1	4	9	SSS	yes
Model	model_3195001568_47	slow	slow	1	1104	3.395361397	1456	0.258903332	1323.686747	333.6889804	0.252090596	8	11	22	SSS	yes
Model	model_3195001568_47	slow	slow	2	1452	3.344487812	1104	0.039007489	1421.821429	396.6725338	0.278988997	5	6	11	SSS	yes
Model	model_3195001568_47	slow	slow	3	810	3.47591614	1152	0.250984334	1185.933333	277.9365555	0.234361028	21	6	15	SSS	yes
Model	model_3195001568_47	slow	slow	4	1428	3.216591325	1088	0.081674418	1281.756757	388.4011861	0.303022538	13	2	13	SSS	yes
Model	model_3195001568_47	slow	slow	5	1734	2.935096926	1104	0.052517077	1202.225	312.5558473	0.259981158	15	5	13	SSS	yes
Model	model_3195001568_47	slow	slow	6	2016	3.815086842	1248	0.198139163	1249.105263	334.7727265	0.26801002	0	11	15	SSS	yes
Model	model_3195001568_47	slow	slow	7	1476	2.948276457	1024	0.03348618	1279.268293	345.5409115	0.270108243	16	5	10	SSS	yes
Model	model_3195001568_47	slow	slow	8	1692	3.566614971	1264	0.284356627	1319.508475	348.544984	0.26414759	8	12	25	SSS	yes
Model	model_3195001568_47	slow	slow	9	816	3.172795906	1408	0.153742813	1315.221154	351.3008506	0.267104015	3	12	29	SSS	yes
Model	model_3195001568_47	slow	slow	10	2388	3.195824754	1216	0.351524448	1151.432099	293.9409086	0.255282885	4	1	3	SSS	yes
Model	model_3195001568_47	slow	slow	11	2700	3.016788741	1296	0.17307959	1333.980583	350.515182	0.262758834	0	0	1	SSS	yes
Model	model_3195001568_47	slow	slow	12	2364	3.338769676	1280	0.297733214	1217.517241	282.4686276	0.232003801	4	0	7	SSS	yes
Model	model_3195001568_47	slow	slow	13	2322	3.465397604	1248	0.372078425	1247.229167	247.4988417	0.198438946	0	3	14	SSS	yes
Model	model_3195001568_47	slow	slow	14	2676	3.12214472	1248	0.383102574	1196.134146	285.2343821	0.238463539	0	0	6	SSS	yes
Model	model_3195001568_47	slow	slow	15	2082	3.263274077	1328	0.26324315	1249.984127	273.1222467	0.218500572	12	0	7	SSS	yes
Model	model_3195001568_48	slow	slow	1	1734	3.446906717	1216	0.092091159	1405.518519	327.9976705	0.233364176	5	3	13	SSS	yes
Model	model_3195001568_48	slow	slow	2	1404	3.110755023	1152	0.150124126	1366.018868	335.6286689	0.245698414	7	8	19	SSS	yes
Model	model_3195001568_48	slow	slow	3	594	2.877807351	1008	0.126872717	1091.295597	229.0023359	0.209844461	47	3	12	SSS	yes
Model	model_3195001568_48	slow	slow	4	1710	3.386839502	1184	0.032678009	1562.666667	367.6439703	0.235267046	0	7	16	SSS	yes
Model	model_3195001568_48	slow	slow	5	1680	3.535635161	1232	0.188605805	1336.775862	338.1317863	0.25294576	4	8	20	SSS	yes
Model	model_3195001568_48	slow	slow	6	2052	3.466350017	1392	0.278282442	1347.982759	289.6571393	0.214881932	6	2	9	SSS	yes
Model	model_3195001568_48	slow	slow	7	1398	2.965329682	1136	0.238556404	1186.587629	273.1568694	0.230203706	9	5	19	SSS	yes
Model	model_3195001568_48	slow	slow	8	2052	2.975723567	1312	0.247986728	1252.672269	303.0664877	0.241935976	20	6	10	SSS	yes
Model	model_3195001568_48	slow	slow	9	2052	3.386999459	1440	0.244511049	1393.258065	301.6632889	0.216516449	0	5	9	SSS	yes
Model	model_3195001568_48	slow	slow	10	2052	3.298362724	1296	0.300059438	1280.518072	289.1660782	0.225819599	1	5	13	SSS	yes
Model	model_3195001568_48	slow	slow	11	2364	3.620541507	1280	0.322654319	1237.559322	232.773351	0.188090661	0	4	8	SSS	yes
Model	model_3195001568_48	slow	slow	12	2052	3.591253752	1392	0.262493416	1394.272727	283.76786	0.203523926	1	3	8	SSS	yes
Model	model_3195001568_48	slow	slow	13	1734	3.307717175	1360	0.317631538	1335.51087	311.363289	0.233141711	5	9	15	SSS	yes
Model	model_3195001568_48	slow	slow	14	1716	3.847881022	1280	0.162823666	1413.416667	411.3004022	0.290997278	1	6	14	SSS	yes
Model	model_3195001568_48	slow	slow	15	2364	2.849836258	1264	0.335929394	1166.957265	275.2978307	0.235910808	4	2	7	SSS	yes
Model	model_3195001568_49	slow	slow	1	1140	2.878773338	1040	0.04781201	559.835	386.3816608	0.690170605	100	2	53	SSS	yes
Model	model_3195001568_49	slow	slow	2	1686	3.382096167	1120	0.061864288	1406.701493	323.9552215	0.230294219	0	8	20	SSS	yes
Model	model_3195001568_49	slow	slow	3	1362	3.315632814	1232	0.130273914	1414.855422	393.2883038	0.277970666	1	10	25	SSS	yes
Model	model_3195001568_49	slow	slow	4	1740	3.428434388	1600	0.243186259	1489.136364	350.3300127	0.235257174	1	6	14	SSS	yes
Model	model_3195001568_49	slow	slow	5	2658	3.216915262	1200	0.176572526	1242.244186	271.9368487	0.218907725	0	5	8	SSS	yes
Model	model_3195001568_49	slow	slow	6	1686	3.348387925	1248	0.191045344	1333.324324	431.191909	0.323396117	2	5	19	SSS	yes
Model	model_3195001568_49	slow	slow	7	1746	3.764589585	1248	0.322407463	1247.783784	269.6700822	0.216119239	4	7	12	SSS	yes
Model	model_3195001568_49	slow	slow	8	2010	3.179685971	1312	0.322004767	1267.701031	195.967658	0.154585074	1	12	19	SSS	yes
Model	model_3195001568_49	slow	slow	9	2376	3.324105884	1136	0.142139225	1229.546667	219.6456111	0.178639508	7	1	6	SSS	yes
Model	model_3195001568_49	slow	slow	10	2316	3.304374522	1232	0.156903413	1282.734513	276.0559459	0.215208949	0	8	15	SSS	yes
Model	model_3195001568_49	slow	slow	11	1116	3.436839456	1040	0.103807641	1320.754386	378.2918339	0.286421032	10	6	17	SSS	yes
Model	model_3195001568_49	slow	slow	12	1716	3.375889049	1120	0.12500594	1233.546667	272.0782874	0.220565865	4	6	14	SSS	yes
Model	model_3195001568_49	slow	slow	13	2082	3.060966458	1200	0.068625757	1225.089888	243.2686424	0.198572076	6	1	4	SSS	yes
Model	model_3195001568_49	slow	slow	14	2088	2.999707601	1216	0.223253728	1138.494253	235.8456964	0.207155808	12	1	3	SSS	yes
Model	model_3195001568_49	slow	slow	15	2652	3.738959992	1248	0.315523806	1171.914286	227.3083961	0.193963329	0	0	9	SSS	yes
Model	model_3195001568_50	slow	slow	1	510	3.081173927	1056	0.217502234	1218.932039	311.8047143	0.255801558	32	8	27	SSS	yes
Model	model_3195001568_50	slow	slow	2	1080	3.271810593	1296	0.234703551	1187.863636	321.4266911	0.270592248	30	14	33	SSS	yes
Model	model_3195001568_50	slow	slow	3	1710	3.196699526	1072	0.068590517	1191.405941	329.1377628	0.276259964	14	5	15	SSS	yes
Model	model_3195001568_50	slow	slow	4	1764	3.388956057	880	0.105324555	1096.714286	273.5522746	0.249428933	28	2	11	SSS	yes
Model	model_3195001568_50	slow	slow	5	1746	3.52714007	1248	0.116975405	1346.984848	294.6155426	0.218722239	5	5	11	SSS	yes
Model	model_3195001568_50	slow	slow	6	2310	3.38356044	1200	0.303753177	1108.540541	311.1103997	0.280648644	2	4	16	SSS	yes
Model	model_3195001568_50	slow	slow	7	1770	3.061167785	1120	0.207717712	1114.30303	216.2000782	0.194022696	16	1	9	SSS	yes
Model	model_3195001568_50	slow	slow	8	2046	3.100198517	1200	0.272103266	1187.647059	175.5170986	0.147785571	8	3	11	SSS	yes
Model	model_3195001568_50	slow	slow	9	2346	3.350536605	1072	0.061288932	1263.683544	284.8065097	0.225378032	1	5	10	SSS	yes
Model	model_3195001568_50	slow	slow	10	2346	3.257584338	1200	0.25076748	1212.3	253.6532771	0.209233092	0	6	12	SSS	yes
Model	model_3195001568_50	slow	slow	11	2034	3.049175032	1088	0.298872066	1128.551724	207.0439322	0.183459852	12	1	13	SSS	yes
Model	model_3195001568_50	slow	slow	12	2346	3.104126658	1200	0.279166798	1142.762376	272.6913226	0.238624694	5	4	10	SSS	yes
Model	model_3195001568_50	slow	slow	13	2280	3.040596358	1200	0.349794785	1179.504762	262.5370767	0.222582464	2	10	21	SSS	yes
Model	model_3195001568_50	slow	slow	14	2286	3.354350334	1216	0.316905411	1152.144928	219.8961728	0.190858084	1	6	22	SSS	yes
Model	model_3195001568_50	slow	slow	15	2052	3.073061929	1184	0.321643368	1108.054945	191.1960252	0.172551033	14	2	8	SSS	yes
Model	model_3195001568_51	slow	slow	1	2016	3.667309144	1168	0.191711583	1176.804348	237.461541	0.201785064	7	6	18	SSS	yes
Model	model_3195001568_51	slow	slow	2	1698	3.076461709	1184	0.146372687	1191.972727	332.9832226	0.279354733	19	8	20	SSS	yes
Model	model_3195001568_51	slow	slow	3	1746	3.414545478	1184	0.063744782	1285.775281	268.6259148	0.208921356	8	7	12	SSS	yes
Model	model_3195001568_51	slow	slow	4	1464	3.456373943	1056	0.099009308	1263.830189	271.291025	0.214657814	40	4	11	SSS	yes
Model	model_3195001568_51	slow	slow	5	2076	3.051330641	1280	0.086131391	1255.356322	290.0910668	0.231082651	12	2	5	SSS	yes
Model	model_3195001568_51	slow	slow	6	2034	3.220384949	1264	0.136948979	1336.075949	298.3936221	0.223335823	1	6	12	SSS	yes
Model	model_3195001568_51	slow	slow	7	1656	3.173043607	1328	0.227242326	1341.358025	218.8537089	0.16315831	0	11	26	SSS	yes
Model	model_3195001568_51	slow	slow	8	1728	3.599428745	1424	0.162326045	1541.66	379.0275774	0.245856789	1	4	12	SSS	yes
Model	model_3195001568_51	slow	slow	9	2076	3.2758548	1168	0.025417457	1362.717647	248.6659754	0.182477989	6	3	6	SSS	yes
Model	model_3195001568_51	slow	slow	10	2298	3.052459602	1280	0.238485782	1216.669903	258.0958048	0.212132974	2	9	18	SSS	yes
Model	model_3195001568_51	slow	slow	11	2352	3.598996692	1232	0.286164448	1255.2	204.6002715	0.163002128	0	2	9	SSS	yes
Model	model_3195001568_51	slow	slow	12	2694	3.097408786	1264	0.27722974	1190.564103	210.3334709	0.176667069	0	0	2	SSS	yes
Model	model_3195001568_51	slow	slow	13	2064	3.060989835	1184	0.216668594	1190.871795	231.9755564	0.194794736	7	6	6	SSS	yes
